College,Player,Team,Position,Conference
Akron,JoJo Natson,Cleveland Browns,Wide Receiver,
Akron,Isaiah Williams,San Francisco 49ers,Guard,
Alabama,Jonathan Allen,Washington null,Defensive Tackle,SEC
Alabama,Anthony Averett,Baltimore Ravens,Cornerback,SEC
Alabama,Bradley Bozeman,Baltimore Ravens,Guard,SEC
Alabama,Tony Brown,Cincinnati Bengals,Cornerback,SEC
Alabama,Isaiah Buggs,Pittsburgh Steelers,Defensive End,SEC
Alabama,Amari Cooper,Dallas Cowboys,Wide Receiver,SEC
Alabama,Raekwon Davis,Miami Dolphins,Defensive Tackle,SEC
Alabama,Trevon Diggs,Dallas Cowboys,Cornerback,SEC
Alabama,Kenyan Drake,Las Vegas Raiders,Running Back,SEC
Alabama,Johnny Dwight,Houston Texans,Defensive Tackle,SEC
Alabama,Rashaan Evans,Tennessee Titans,Linebacker,SEC
Alabama,Minkah Fitzpatrick,Pittsburgh Steelers,Safety,SEC
Alabama,D.J. Fluker,Baltimore Ravens,Guard,SEC
Alabama,Robert Foster,Miami Dolphins,Wide Receiver,SEC
Alabama,Shaun Dion Hamilton,Detroit Lions,Linebacker,SEC
Alabama,Ronnie Harrison Jr.,Cleveland Browns,Safety,SEC
Alabama,J.C. Hassenauer,Pittsburgh Steelers,Center,SEC
Alabama,Derrick Henry,Tennessee Titans,Running Back,SEC
Alabama,Hale Hentges,Minnesota Vikings,Tight End,SEC
Alabama,Marlon Humphrey,Baltimore Ravens,Cornerback,SEC
Alabama,Mark Ingram II,Houston Texans,Running Back,SEC
Alabama,Kareem Jackson,Denver Broncos,Safety,SEC
Alabama,Eddie Jackson,Chicago Bears,Safety,SEC
Alabama,Josh Jacobs,Las Vegas Raiders,Running Back,SEC
Alabama,Anfernee Jennings,New England Patriots,Linebacker,SEC
Alabama,Jerry Jeudy,Denver Broncos,Wide Receiver,SEC
Alabama,Julio Jones,Atlanta Falcons,Wide Receiver,SEC
Alabama,Ryan Kelly,Indianapolis Colts,Center,SEC
Alabama,Dre Kirkpatrick,Arizona Cardinals,Cornerback,SEC
Alabama,Terrell Lewis,Los Angeles Rams,Linebacker,SEC
Alabama,Jared Mayden,San Francisco 49ers,Safety,SEC
Alabama,Cole Mazza,Los Angeles Chargers,Long Snapper,SEC
Alabama,AJ McCarron,Houston Texans,Quarterback,SEC
Alabama,Xavier McKinney,New York Giants,Safety,SEC
Alabama,Daron Payne,Washington null,Defensive Tackle,SEC
Alabama,Ross Pierschbacher,Philadelphia Eagles,Center,SEC
Alabama,Reggie Ragland,Detroit Lions,Linebacker,SEC
Alabama,Jarran Reed,Kansas City Chiefs,Defensive Tackle,SEC
Alabama,Calvin Ridley,Atlanta Falcons,Wide Receiver,SEC
Alabama,A'Shawn Robinson,Los Angeles Rams,Defensive Tackle,SEC
Alabama,Cam Robinson,Jacksonville Jaguars,Offensive Tackle,SEC
Alabama,Henry Ruggs III,Las Vegas Raiders,Wide Receiver,SEC
Alabama,JK Scott,Green Bay Packers,Punter,SEC
Alabama,Cam Sims,Washington null,Wide Receiver,SEC
Alabama,Saivion Smith,Dallas Cowboys,Cornerback,SEC
Alabama,Irv Smith Jr.,Minnesota Vikings,Tight End,SEC
Alabama,Damion Square,Los Angeles Chargers,Defensive Tackle,SEC
Alabama,Tua Tagovailoa,Miami Dolphins,Quarterback,SEC
Alabama,Deionte Thompson,Arizona Cardinals,Safety,SEC
Alabama,Carson Tinker,New York Giants,Long Snapper,SEC
Alabama,Dalvin Tomlinson,Minnesota Vikings,Defensive Tackle,SEC
Alabama,Levi Wallace,Buffalo Bills,Cornerback,SEC
Alabama,Jedrick Wills Jr.,Cleveland Browns,Offensive Tackle,SEC
Alabama,Mack Wilson,Cleveland Browns,Linebacker,SEC
Alabama,T.J. Yeldon,Buffalo Bills,Running Back,SEC
Alabama A&M,Yurik Bethune,Atlanta Falcons,Linebacker,
Albany,Jarren Williams,New York Giants,Cornerback,
Albany State (GA),Grover Stewart,Indianapolis Colts,Defensive Tackle,
Alcorn State,Chris Blair,Green Bay Packers,Wide Receiver,
Alcorn State,Sterling Shippy,Indianapolis Colts,Defensive Tackle,
Angelo State,Markus Jones,Green Bay Packers,Linebacker,
Appalachian State,Akeem Davis-Gaither,Cincinnati Bengals,Linebacker,
Appalachian State,Clifton Duck,Chicago Bears,Cornerback,
Appalachian State,Darrynton Evans,Tennessee Titans,Running Back,
Appalachian State,Daniel Kilgore,Kansas City Chiefs,Center,
Appalachian State,Kendall Lamm,Tennessee Titans,Offensive Tackle,
Appalachian State,Sam Martin,Denver Broncos,Punter,
Appalachian State,Doug Middleton,Jacksonville Jaguars,Safety,
Appalachian State,MyQuon Stout,New York Jets,Defensive End,
Appalachian State,Josh Thomas,Buffalo Bills,Safety,
Arizona,Demetrius Flannigan-Fowles,San Francisco 49ers,Linebacker,Pac 12
Arizona,Nick Foles,Chicago Bears,Quarterback,Pac 12
Arizona,Nick Folk,New England Patriots,Place kicker,Pac 12
Arizona,Rob Gronkowski,Tampa Bay Buccaneers,Tight End,Pac 12
Arizona,Will Parks,Denver Broncos,Safety,Pac 12
Arizona,Brooks Reed,Tennessee Titans,Linebacker,Pac 12
Arizona,Khalil Tate,Philadelphia Eagles,Wide Receiver,Pac 12
Arizona,J.J. Taylor,New England Patriots,Running Back,Pac 12
Arizona,Jace Whittaker,Arizona Cardinals,Cornerback,Pac 12
Arizona State,Brandon Aiyuk,San Francisco 49ers,Wide Receiver,Pac 12
Arizona State,Quinn Bailey,Denver Broncos,Offensive Tackle,Pac 12
Arizona State,Kalen Ballage,Los Angeles Chargers,Running Back,Pac 12
Arizona State,Eno Benjamin,Arizona Cardinals,Running Back,Pac 12
Arizona State,Cohl Cabral,Houston Texans,Center,Pac 12
Arizona State,Jamil Douglas,Tennessee Titans,Guard,Pac 12
Arizona State,D.J. Foster,Arizona Cardinals,Running Back,Pac 12
Arizona State,Lawrence Guy,New England Patriots,Defensive End,Pac 12
Arizona State,Matt Haack,Buffalo Bills,Punter,Pac 12
Arizona State,N'Keal Harry,New England Patriots,Wide Receiver,Pac 12
Arizona State,Jalen Harvey,Seattle Seahawks,Safety,Pac 12
Arizona State,Tommy Hudson,Tennessee Titans,Tight End,Pac 12
Arizona State,Sam Jones,Indianapolis Colts,Guard,Pac 12
Arizona State,Damarious Randall,Seattle Seahawks,Safety,Pac 12
Arizona State,Casey Tucker,Indianapolis Colts,Offensive Tackle,Pac 12
Arkansas,McTelvin Agim,Denver Broncos,Defensive Tackle,SEC
Arkansas,Brandon Allen,Cincinnati Bengals,Quarterback,SEC
Arkansas,Alex Collins,Seattle Seahawks,Running Back,SEC
Arkansas,Kamren Curl,Washington null,Safety,SEC
Arkansas,Dre Greenlaw,San Francisco 49ers,Linebacker,SEC
Arkansas,Chase Harrell,San Francisco 49ers,Tight End,SEC
Arkansas,De'Jon Harris,Green Bay Packers,Linebacker,SEC
Arkansas,Hunter Henry,New England Patriots,Tight End,SEC
Arkansas,Cody Hollister,Tennessee Titans,Wide Receiver,SEC
Arkansas,Jeremiah Ledbetter,Tampa Bay Buccaneers,Defensive Tackle,SEC
Arkansas,Ryan Pulley,Carolina Panthers,Cornerback,SEC
Arkansas,Frank Ragnow,Detroit Lions,Center,SEC
Arkansas,Santos Ramirez,New York Jets,Safety,SEC
Arkansas,Randy Ramsey,Green Bay Packers,Linebacker,SEC
Arkansas,Dan Skipper,Detroit Lions,Offensive Tackle,SEC
Arkansas,Chris Smith,Las Vegas Raiders,Defensive End,SEC
Arkansas,Jeremy Sprinkle,Washington null,Tight End,SEC
Arkansas,Brian Wallace,Seattle Seahawks,Offensive Tackle,SEC
Arkansas,Armon Watts,Minnesota Vikings,Defensive Tackle,SEC
Arkansas,Deatrich Wise Jr.,New England Patriots,Defensive End,SEC
Arkansas State,Demario Davis,New Orleans Saints,Linebacker,
Arkansas State,J.D. McKissic,Washington null,Running Back,
Arkansas State,Kirk Merritt,Miami Dolphins,Wide Receiver,
Arkansas State,Chris Odom,Washington null,Linebacker,
Arkansas-Pine Bluff,Terron Armstead,New Orleans Saints,Offensive Tackle,
Arkansas-Pine Bluff,Jamie Gillan,Cleveland Browns,Punter,
Army,Cole Christiansen,Los Angeles Chargers,Linebacker,
Army,Elijah Riley,Philadelphia Eagles,Cornerback,
Army,Brett Toth,Philadelphia Eagles,Offensive Tackle,
Army,Alejandro Villanueva,Pittsburgh Steelers,Offensive Tackle,
Ashland,Adam Shaheen,Miami Dolphins,Tight End,
Assumption,Deonte Harris,New Orleans Saints,Wide Receiver,
Assumption,Zach Triner,Tampa Bay Buccaneers,Long Snapper,
Auburn,Montravius Adams,New England Patriots,Defensive Tackle,SEC
Auburn,Peyton Barber,Washington null,Running Back,SEC
Auburn,Daren Bates,Tennessee Titans,Linebacker,SEC
Auburn,Angelo Blackson,Chicago Bears,Defensive End,SEC
Auburn,Derrick Brown,Carolina Panthers,Defensive Tackle,SEC
Auburn,Josh Bynes,Cincinnati Bengals,Linebacker,SEC
Auburn,Daniel Carlson,Las Vegas Raiders,Place kicker,SEC
Auburn,Nick Coe,Miami Dolphins,Defensive End,SEC
Auburn,Marlon Davidson,Atlanta Falcons,Defensive Tackle,SEC
Auburn,Carlton Davis,Tampa Bay Buccaneers,Cornerback,SEC
Auburn,Javaris Davis,Miami Dolphins,Cornerback,SEC
Auburn,Ryan Davis,New England Patriots,Wide Receiver,SEC
Auburn,Jamel Dean,Tampa Bay Buccaneers,Cornerback,SEC
Auburn,Rudy Ford,Jacksonville Jaguars,Safety,SEC
Auburn,Josh Harris,Atlanta Falcons,Long Snapper,SEC
Auburn,Noah Igbinoghene,Miami Dolphins,Cornerback,SEC
Auburn,Kerryon Johnson,Detroit Lions,Running Back,SEC
Auburn,Jonathan Jones,New England Patriots,Cornerback,SEC
Auburn,Devaroe Lawrence,Washington null,Defensive Tackle,SEC
Auburn,Carl Lawson,New York Jets,Defensive End,SEC
Auburn,Cam Newton,New England Patriots,Quarterback,SEC
Auburn,Cody Parkey,Cleveland Browns,Place kicker,SEC
Auburn,Arryn Siposs,Philadelphia Eagles,Punter,SEC
Auburn,Chad Slade,New York Giants,Guard,SEC
Auburn,Darius Slayton,New York Giants,Wide Receiver,SEC
Auburn,Braden Smith,Indianapolis Colts,Guard,SEC
Auburn,Jarrett Stidham,New England Patriots,Quarterback,SEC
Auburn,Duke Williams,Buffalo Bills,Wide Receiver,SEC
Auburn,Andrew Williams,Jacksonville Jaguars,Defensive Tackle,SEC
Augustana University (SD),C.J. Ham,Minnesota Vikings,Fullback,
Austin Peay,Austin Maloata,Washington null,Defensive Tackle,
Azusa Pacific,Matthew Orzech,Tennessee Titans,Long Snapper,
Ball State,Danny Pinter,Indianapolis Colts,Guard,
Ball State,Willie Snead IV,Las Vegas Raiders,Wide Receiver,
Ball State,Ray Wilborn,Green Bay Packers,Safety,
Ball State,Jordan Williams-Lambert,Chicago Bears,Wide Receiver,
Baylor,Grayland Arnold,Philadelphia Eagles,Cornerback,Big 12
Baylor,Henry Black,Green Bay Packers,Safety,Big 12
Baylor,Kyle Fuller,Seattle Seahawks,Center,Big 12
Baylor,Bryce Hager,New York Jets,Linebacker,Big 12
Baylor,Jameson Houston,Philadelphia Eagles,Cornerback,Big 12
Baylor,Xavien Howard,Miami Dolphins,Cornerback,Big 12
Baylor,Clay Johnston,Carolina Panthers,Linebacker,Big 12
Baylor,Blake Lynch,Minnesota Vikings,Linebacker,Big 12
Baylor,James Lynch,Minnesota Vikings,Defensive Tackle,Big 12
Baylor,Ross Matiscik,Jacksonville Jaguars,Long Snapper,Big 12
Baylor,Jalan McClendon,Washington null,Quarterback,Big 12
Baylor,Chris Miller,Arizona Cardinals,Safety,Big 12
Baylor,Denzel Mims,New York Jets,Wide Receiver,Big 12
Baylor,Bravvion Roy,Carolina Panthers,Defensive Tackle,Big 12
Baylor,Jon Weeks,Houston Texans,Long Snapper,Big 12
Beloit College,Derek Carrier,Las Vegas Raiders,Tight End,
Bemidji State,Gunner Olszewski,New England Patriots,Wide Receiver,
Berry College,Mason Kinsey,Tennessee Titans,Wide Receiver,
Bloomsburg,Matt Feiler,Los Angeles Chargers,Offensive Tackle,
Boise State,Ezra Cleveland,Minnesota Vikings,Offensive Tackle,
Boise State,Tyrone Crawford,Dallas Cowboys,Defensive End,
Boise State,Donte Deayon,Los Angeles Rams,Cornerback,
Boise State,John Hightower,Philadelphia Eagles,Wide Receiver,
Boise State,DeMarcus Lawrence,Dallas Cowboys,Defensive End,
Boise State,Charles Leno Jr.,Chicago Bears,Offensive Tackle,
Boise State,Alexander Mattison,Minnesota Vikings,Running Back,
Boise State,Jeremy McNichols,Tennessee Titans,Running Back,
Boise State,Durrant Miles,Atlanta Falcons,Defensive End,
Boise State,Matt Paradis,Carolina Panthers,Center,
Boise State,A.J. Richardson,Arizona Cardinals,Wide Receiver,
Boise State,Brett Rypien,Denver Broncos,Quarterback,
Boise State,Darian Thompson,Dallas Cowboys,Safety,
Boise State,Tanner Vallejo,Arizona Cardinals,Linebacker,
Boise State,Leighton Vander Esch,Dallas Cowboys,Linebacker,
Boise State,Cedrick Wilson,Dallas Cowboys,Wide Receiver,
Boston College,Zach Allen,Arizona Cardinals,Defensive End,ACC
Boston College,Hamp Cheevers,Las Vegas Raiders,Cornerback,ACC
Boston College,Lukas Denis,Tampa Bay Buccaneers,Safety,ACC
Boston College,AJ Dillon,Green Bay Packers,Running Back,ACC
Boston College,Will Harris,Detroit Lions,Safety,ACC
Boston College,John Johnson III,Cleveland Browns,Safety,ACC
Boston College,Harold Landry III,Tennessee Titans,Linebacker,ACC
Boston College,Chris Lindstrom,Atlanta Falcons,Guard,ACC
Boston College,Matt Milano,Buffalo Bills,Linebacker,ACC
Boston College,Aaron Monteiro,Carolina Panthers,Offensive Tackle,ACC
Boston College,Kevin Pierre-Louis,Houston Texans,Linebacker,ACC
Boston College,Wyatt Ray,Tennessee Titans,Defensive End,ACC
Boston College,Matt Ryan,Atlanta Falcons,Quarterback,ACC
Boston College,Justin Simmons,Denver Broncos,Safety,ACC
Boston College,Jeff Smith,New York Jets,Wide Receiver,ACC
Boston College,Connor Strachan,Jacksonville Jaguars,Linebacker,ACC
Boston College,John Wetzel,Atlanta Falcons,Guard,ACC
Boston College,Isaac Yiadom,New York Giants,Cornerback,ACC
Bowling Green,Scotty Miller,Tampa Bay Buccaneers,Wide Receiver,
British Columbia,Dakoda Shepley,San Francisco 49ers,Guard,
Brown,Daryle Banfield,Chicago Bears,Defensive Tackle,
Bryant,Thomas Costigan,Los Angeles Chargers,Defensive End,
Bryant,Tom Kennedy,Detroit Lions,Wide Receiver,
Bucknell,Julien Davenport,Miami Dolphins,Offensive Tackle,
Buffalo,Anthony Johnson,Pittsburgh Steelers,Wide Receiver,
Buffalo,Khalil Mack,Chicago Bears,Linebacker,
Buffalo,Steven Means,Atlanta Falcons,Defensive End,
Buffalo,James O'Hagan,New York Giants,Center,
Buffalo,Mason Schreck,Cincinnati Bengals,Tight End,
BYU,Michael Davis,Los Angeles Chargers,Cornerback,
BYU,Taysom Hill,New Orleans Saints,Quarterback,
BYU,Corbin Kaufusi,San Francisco 49ers,Offensive Tackle,
BYU,Bronson Kaufusi,Green Bay Packers,Defensive End,
BYU,Kai Nacua,San Francisco 49ers,Safety,
BYU,Daniel Sorensen,Kansas City Chiefs,Safety,
BYU,Sione Takitaki,Cleveland Browns,Linebacker,
BYU,Kyle Van Noy,New England Patriots,Linebacker,
BYU,Fred Warner,San Francisco 49ers,Linebacker,
BYU,Jamaal Williams,Detroit Lions,Running Back,
BYU,Ty'Son Williams,Baltimore Ravens,Running Back,
Cal Poly,Nick Dzubnar,Tennessee Titans,Linebacker,
California,Keenan Allen,Los Angeles Chargers,Wide Receiver,Pac 12
California,Tyson Alualu,Jacksonville Jaguars,Defensive End,Pac 12
California,Stephen Anderson,Los Angeles Chargers,Tight End,Pac 12
California,Ian Bunting,Arizona Cardinals,Tight End,Pac 12
California,Trevor Davis,Washington null,Wide Receiver,Pac 12
California,Devante Downs,New York Giants,Linebacker,Pac 12
California,Jared Goff,Detroit Lions,Quarterback,Pac 12
California,Jaylinn Hawkins,Atlanta Falcons,Safety,Pac 12
California,DeSean Jackson,Los Angeles Rams,Wide Receiver,Pac 12
California,Marvin Jones Jr.,Jacksonville Jaguars,Wide Receiver,Pac 12
California,Cameron Jordan,New Orleans Saints,Defensive End,Pac 12
California,Mychal Kendricks,Washington null,Linebacker,Pac 12
California,Jordan Kunaszyk,Washington null,Linebacker,Pac 12
California,L.P. Ladouceur,Dallas Cowboys,Long Snapper,Pac 12
California,Patrick Laird,Miami Dolphins,Running Back,Pac 12
California,Alex Mack,San Francisco 49ers,Center,Pac 12
California,Patrick Mekari,Baltimore Ravens,Guard,Pac 12
California,Khalfani Muhammad,Arizona Cardinals,Running Back,Pac 12
California,Aaron Rodgers,Green Bay Packers,Quarterback,Pac 12
California,Richard Rodgers,Philadelphia Eagles,Tight End,Pac 12
California,Nick Sundberg,Washington null,Long Snapper,Pac 12
California,Evan Weaver,Arizona Cardinals,Linebacker,Pac 12
California,Davis Webb,Buffalo Bills,Quarterback,Pac 12
California (PA),C.J. Goodwin,Dallas Cowboys,Cornerback,
California (PA),Erik Harris,Atlanta Falcons,Safety,
Canisius,Chris Manhertz,Jacksonville Jaguars,Tight End,
Carnegie Mellon,Brian Khoury,null Unknown,Unknown,
Central Arkansas,George Odum,Indianapolis Colts,Safety,
Central Arkansas,Tremon Smith,Indianapolis Colts,Cornerback,
Central Connecticut,Jake Dolegala,New England Patriots,Quarterback,
Central Michigan,Jahleel Addae,Los Angeles Chargers,Safety,
Central Michigan,Nick Bellore,Seattle Seahawks,Fullback,
Central Michigan,Antonio Brown,Tampa Bay Buccaneers,Wide Receiver,
Central Michigan,Tyler Conklin,Minnesota Vikings,Tight End,
Central Michigan,Kavon Frazier,Miami Dolphins,Safety,
Central Michigan,Sean Murphy-Bunting,Tampa Bay Buccaneers,Cornerback,
Central Michigan,Joe Ostman,Philadelphia Eagles,Defensive End,
Central Michigan,Cooper Rush,Dallas Cowboys,Quarterback,
Central Michigan,Jonathan Ward,Arizona Cardinals,Running Back,
Charleston (WV),John Cominsky,Atlanta Falcons,Defensive End,
Charleston Southern,Johnny Robinson,Indianapolis Colts,Defensive Tackle,
Charlotte,Cameron Clark,New York Jets,Offensive Tackle,
Charlotte,Nate Davis,Tennessee Titans,Guard,
Charlotte,Alex Highsmith,Pittsburgh Steelers,Linebacker,
Charlotte,Benny LeMay,Indianapolis Colts,Running Back,
Charlotte,Larry Ogunjobi,Cincinnati Bengals,Defensive Tackle,
Chattanooga,C.J. Board,New York Giants,Wide Receiver,
Chattanooga,Tae Davis,Houston Texans,Linebacker,
Chattanooga,Isaiah Mack,Denver Broncos,Defensive Tackle,
Chattanooga,Kareem Orr,Tennessee Titans,Cornerback,
Cincinnati,Mike Boone,Denver Broncos,Running Back,
Cincinnati,Cortez Broughton,Los Angeles Chargers,Defensive Tackle,
Cincinnati,Marquise Copeland,Los Angeles Rams,Defensive Tackle,
Cincinnati,Korey Cunningham,New England Patriots,Offensive Tackle,
Cincinnati,Devin Gray,Atlanta Falcons,Wide Receiver,
Cincinnati,Kevin Huber,Cincinnati Bengals,Punter,
Cincinnati,Jason Kelce,Philadelphia Eagles,Center,
Cincinnati,Travis Kelce,Kansas City Chiefs,Tight End,
Cincinnati,Kahlil Lewis,Seattle Seahawks,Wide Receiver,
Cincinnati,Chris Moore,Houston Texans,Wide Receiver,
Cincinnati,Justin Murray,Arizona Cardinals,Offensive Tackle,
Cincinnati,Linden Stephens,Seattle Seahawks,Cornerback,
Cincinnati,Eric Wilson,Minnesota Vikings,Linebacker,
Cincinnati,Derek Wolfe,Baltimore Ravens,Defensive End,
Clemson,Mackensie Alexander,Cincinnati Bengals,Cornerback,ACC
Clemson,Tremayne Anchrum Jr.,Los Angeles Rams,Guard,ACC
Clemson,Vic Beasley,Las Vegas Raiders,Defensive End,ACC
Clemson,Bashaud Breeland,Kansas City Chiefs,Cornerback,ACC
Clemson,Austin Bryant,Detroit Lions,Defensive End,ACC
Clemson,Deon Cain,Baltimore Ravens,Wide Receiver,ACC
Clemson,Mark Fields,San Francisco 49ers,Cornerback,ACC
Clemson,Wayne Gallman,New York Giants,Running Back,ACC
Clemson,B.J. Goodson,Cleveland Browns,Linebacker,ACC
Clemson,T.J. Green,Atlanta Falcons,Safety,ACC
Clemson,Tee Higgins,Cincinnati Bengals,Wide Receiver,ACC
Clemson,DeAndre Hopkins,Arizona Cardinals,Wide Receiver,ACC
Clemson,Albert Huggins,Detroit Lions,Defensive Tackle,ACC
Clemson,Adam Humphries,Washington null,Wide Receiver,ACC
Clemson,Grady Jarrett,Atlanta Falcons,Defensive Tackle,ACC
Clemson,Dexter Lawrence,New York Giants,Defensive Tackle,ACC
Clemson,Shaq Lawson,Houston Texans,Defensive End,ACC
Clemson,Ray-Ray McCloud,Pittsburgh Steelers,Wide Receiver,ACC
Clemson,Trayvon Mullen,Las Vegas Raiders,Cornerback,ACC
Clemson,Dorian O'Daniel,Kansas City Chiefs,Linebacker,ACC
Clemson,Bradley Pinion,Tampa Bay Buccaneers,Punter,ACC
Clemson,Hunter Renfrow,Las Vegas Raiders,Wide Receiver,ACC
Clemson,Tyler Shatley,Jacksonville Jaguars,Center,ACC
Clemson,Isaiah Simmons,Arizona Cardinals,Linebacker,ACC
Clemson,John Simpson,Las Vegas Raiders,Guard,ACC
Clemson,A.J. Terrell,Atlanta Falcons,Cornerback,ACC
Clemson,Brandon Thomas,Jacksonville Jaguars,Guard,ACC
Clemson,K'Von Wallace,Philadelphia Eagles,Safety,ACC
Clemson,Sammy Watkins,Baltimore Ravens,Wide Receiver,ACC
Clemson,Carlos Watkins,Dallas Cowboys,Defensive End,ACC
Clemson,Deshaun Watson,Houston Texans,Quarterback,ACC
Clemson,Christian Wilkins,Miami Dolphins,Defensive Tackle,ACC
Clemson,DeShawn Williams,Denver Broncos,Defensive Tackle,ACC
Clemson,Mike Williams,Los Angeles Chargers,Wide Receiver,ACC
Coastal Carolina,Anthony Chesley,Indianapolis Colts,Cornerback,
Coastal Carolina,Josh Norman,Buffalo Bills,Cornerback,
Colorado,Delrick Abrams,Atlanta Falcons,Defensive Back,Pac 12
Colorado,Chidobe Awuzie,Cincinnati Bengals,Cornerback,Pac 12
Colorado,Tony Brown,Washington null,Wide Receiver,Pac 12
Colorado,Ken Crawley,New Orleans Saints,Cornerback,Pac 12
Colorado,Mason Crosby,Green Bay Packers,Place kicker,Pac 12
Colorado,Arlington Hambright,Chicago Bears,Guard,Pac 12
Colorado,Drew Lewis,New Orleans Saints,Linebacker,Pac 12
Colorado,Travon McMillian,Pittsburgh Steelers,Running Back,Pac 12
Colorado,Steven Montez,Washington null,Quarterback,Pac 12
Colorado,Daniel Munyer,Tennessee Titans,Center,Pac 12
Colorado,Isaiah Oliver,Atlanta Falcons,Cornerback,Pac 12
Colorado,Laviska Shenault Jr.,Jacksonville Jaguars,Wide Receiver,Pac 12
Colorado,Jimmy Smith,Baltimore Ravens,Cornerback,Pac 12
Colorado,Juwann Winfree,Green Bay Packers,Wide Receiver,Pac 12
Colorado,Ahkello Witherspoon,San Francisco 49ers,Cornerback,Pac 12
Colorado State,Shaquil Barrett,Tampa Bay Buccaneers,Linebacker,
Colorado State,Michael Gallup,Dallas Cowboys,Wide Receiver,
Colorado State,Rashard Higgins,Cleveland Browns,Wide Receiver,
Colorado State,Bisi Johnson,Minnesota Vikings,Wide Receiver,
Colorado State,Klint Kubiak,null Unknown,Unknown,
Colorado State,Trent Sieg,Las Vegas Raiders,Long Snapper,
Colorado State,Josh Watson,Denver Broncos,Linebacker,
Colorado State-Pueblo,Morgan Fox,Carolina Panthers,Defensive End,
Colorado State-Pueblo,Ryan Jensen,Tampa Bay Buccaneers,Center,
Colorado State-Pueblo,Mike Pennel,Kansas City Chiefs,Defensive Tackle,
Colorado State-Pueblo,Deyon Sizer,Denver Broncos,Defensive Tackle,
Concordia-Minnesota,Brandon Zylstra,Carolina Panthers,Wide Receiver,
Cornell,JC Tretter,Cleveland Browns,Center,
Dartmouth,Matt Kaskey,Carolina Panthers,Offensive Tackle,
Dartmouth,Niko Lalos,New York Giants,Defensive End,
Dayton,Brandon Staley,null Unknown,Unknown,
Dayton,Adam Trautman,New Orleans Saints,Tight End,
Delaware,Nasir Adderley,Los Angeles Chargers,Safety,
Delaware,Tenny Adewusi,New York Giants,Safety,
Delaware,Nick Boyle,Baltimore Ravens,Tight End,
Delaware,Joe Flacco,Philadelphia Eagles,Quarterback,
Delaware,Joe Fortunato,Green Bay Packers,Long Snapper,
Delaware,Zach Kerr,San Francisco 49ers,Defensive Lineman,
Delaware,Bilal Nichols,Chicago Bears,Defensive Tackle,
Delaware,Troy Reeder,Los Angeles Rams,Linebacker,
Dickinson,Jay Liggins,Philadelphia Eagles,Cornerback,
Drake,Eric Saubert,Jacksonville Jaguars,Tight End,
Duke,Breon Borders,Tennessee Titans,Cornerback,ACC
Duke,Darius Clark,Carolina Panthers,Safety,ACC
Duke,Ross Cockrell,Tampa Bay Buccaneers,Cornerback,ACC
Duke,Jamison Crowder,New York Jets,Wide Receiver,ACC
Duke,Joe Giles-Harris,Jacksonville Jaguars,Linebacker,ACC
Duke,Daniel Helm,San Francisco 49ers,Tight End,ACC
Duke,Thomas Hennessy,New York Jets,Long Snapper,ACC
Duke,Daniel Jones,New York Giants,Quarterback,ACC
Duke,Johnathan Lloyd,Los Angeles Rams,Wide Receiver,ACC
Duke,Lucas Patrick,Green Bay Packers,Guard,ACC
Duke,Matt Skura,Miami Dolphins,Center,ACC
Duke,Laken Tomlinson,San Francisco 49ers,Guard,ACC
Duquesne,Christian Kuntz,Pittsburgh Steelers,Linebacker,
East Carolina,Zay Jones,Las Vegas Raiders,Wide Receiver,
East Carolina,Linval Joseph,Los Angeles Chargers,Defensive Tackle,
East Carolina,Garrett McGhin,Jacksonville Jaguars,Guard,
East Carolina,Jonathan Williams,Washington null,Running Back,
East Central,Trinity Benson,Denver Broncos,Wide Receiver,
East Central,David Moore,Carolina Panthers,Wide Receiver,
Eastern Illinois,Kamu Grugier-Hill,Houston Texans,Linebacker,
Eastern Illinois,Alexander Hollins,Cleveland Browns,Wide Receiver,
Eastern Kentucky,Jordan Berry,Pittsburgh Steelers,Punter,
Eastern Kentucky,Tim Boyle,Detroit Lions,Quarterback,
Eastern Kentucky,Aaron Patrick,Jacksonville Jaguars,Defensive End,
Eastern Michigan,Maxx Crosby,Las Vegas Raiders,Defensive End,
Eastern Michigan,Patrick O'Connor,Tampa Bay Buccaneers,Defensive End,
Eastern Michigan,Andrew Wylie,Kansas City Chiefs,Guard,
Eastern Washington,Kendrick Bourne,New England Patriots,Wide Receiver,
Eastern Washington,Samson Ebukam,San Francisco 49ers,Linebacker,
Eastern Washington,Taiwan Jones,Buffalo Bills,Running Back,
Eastern Washington,Cooper Kupp,Los Angeles Rams,Wide Receiver,
Eastern Washington,Ketner Kupp,Los Angeles Rams,Linebacker,
Eastern Washington,Nsimba Webster,Los Angeles Rams,Wide Receiver,
Elon,Oli Udoh,Minnesota Vikings,Offensive Tackle,
Ferris State,Austin Edwards,Kansas City Chiefs,Defensive End,
Ferris State,Brady Sheldon,New York Jets,Linebacker,
Ferris State,Zach Sieler,Miami Dolphins,Defensive Tackle,
Ferris State,Malik Taylor,Green Bay Packers,Wide Receiver,
Ferris State,Tavierre Thomas,Cleveland Browns,Cornerback,
Ferris State,Justin Zimmer,Buffalo Bills,Defensive Tackle,
Florida,Alex Anzalone,Detroit Lions,Linebacker,SEC
Florida,Jon Bostic,Washington null,Linebacker,SEC
